Age,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003816793893129771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0007331378299120235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505450976268097e-05,0.0,0.0,0.0,0.0,3.2893654813986384e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8654116163786927e-05,0.0,0.0,0.0,0.0,0.0,5.8599472604746556e-05,3.011503945070168e-05,0.0,0.0,3.656307129798903e-05,4.1295011562603234e-05,0.0,5.74085768413801e-05,0.0012039660056657223,8.781944322472996e-05,0.00011301989150090416,0.0004996668887408394,0.0017793594306049821,0.0013879250520471894,0.004329004329004329,0.014336917562724014,0.013888888888888888,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0,0.0,0.001976284584980237,0.0,0.004694835680751174,0.0,0.0020161290322580645,0.00234192037470726,0.0,0.001644736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000449842555105713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012436264146250465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.603839602228258e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578947368421052e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0469226081657524e-05,3.0132280712327117e-05,0.0,0.0,0.0,5.9810401028738895e-05,0.0,0.0,0.0,0.0,3.093867953715735e-05,3.3966237559865496e-05,0.0,4.1296716911005576e-05,9.47552944520775e-05,0.0014927086921575382,0.0007090689924129618,0.0006147900930967855,0.0007912286650842093,0.0036660556573904347,0.0053475935828877,0.01389854065323141,0.021739130434782608,0.01818181818181818,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021551724137931034,0.0,0.0019801980198019802,0.0,0.0,0.0029455081001472753,0.0,0.0,0.0,0.0016474464579901153,0.0,0.000847457627118644,0.0007336757153338225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024764735017335313,0.0,0.0,0.00017889087656529517,0.0,0.0,0.0,0.0,0.0,0.0,5.274818018778352e-05,0.0,0.0,0.0,0.0,4.749014579474759e-05,0.0,4.6563605885639784e-05,0.0,4.604051565377532e-05,4.420866489832007e-05,0.00013149243918474687,0.0,4.033396523212197e-05,0.00015425552427596314,0.00015535790577543015,0.0,3.5055738624412815e-05,0.00010319917440660474,3.444831031037927e-05,6.84369011771147e-05,6.867188572998215e-05,3.2896901111915254e-05,3.163155563990637e-05,0.0,2.8920122621319915e-05,5.847782228589807e-05,0.0,0.0,9.546539379474941e-05,3.047479734259767e-05,3.0470154483683232e-05,6.02663773880552e-05,8.59648117370623e-05,0.00011582452584334733,0.00014345967348578314,0.00011962795705356342,0.00014801657785671994,0.0002037786381764723,8.790436005625879e-05,9.034783918084625e-05,9.281891030599301e-05,0.0012567934782608695,0.0008775457969212769,0.004377632774428017,0.0076285240464344945,0.0051172953081876724,0.0071666784928688,0.007997187802091571,0.020361990950226245,0.018899481518648602,0.05555555555555555,0.21212121212121213,0.044444444444444446,0.04814814814814815,0.14084507042253522,3.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036231884057971015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017985611510791368,0.0031446540880503146,0.0,0.00202020202020202,0.002347417840375587,0.0020325203252032522,0.0,0.0016155088852988692,0.0,0.0,0.0,0.0006510416666666666,0.0,0.0,0.0,0.00045004500450045,0.0,0.0,0.0,0.0003479471120389701,0.0003356831151393085,0.00032981530343007914,0.0,0.0,0.0,0.0,0.00021944261575597982,0.00020060180541624874,0.0,0.0,0.0,0.0,0.0,0.0,6.215426689042202e-05,0.0,0.0,9.59048623765225e-05,9.70638194612958e-05,0.00019549386637994232,9.498480243161094e-05,0.0,9.313154831199069e-05,9.2824654228163e-05,9.208527096090981e-05,0.00017684247756311066,0.0001315097317201473,0.00028528344948445205,0.0005646982897708938,0.00042426813746287653,0.0002330730684069456,0.0002545917439534461,0.00031551270815074496,0.0003440327519179826,0.00048229295852280556,0.000444870303196222,0.0003433830094086945,0.0002631838668289634,0.00025306044981494955,0.00017774091299582308,0.00020244671313300749,8.772186321237464e-05,9.292816652727442e-05,0.0001922768787053357,0.00019094901661256445,0.00018285435650504373,0.0002132975805960144,0.0003616200578592093,0.0004585184123799971,0.000608149199270221,0.0006026170798898072,0.0006879430502796638,0.0007994078460399704,0.00098998369438621,0.0009377289377289378,0.0006626106861032468,0.004455721269880562,0.0034350236370438393,0.014967978042086001,0.020532603285216524,0.020005729564553095,0.027394093509795988,0.03266152086906804,0.041194188518781004,0.06143187066974596,0.15905216501875213,0.5060088551549652,0.5554561717352415,0.42093023255813955,0.7042801556420234,1.0655737704918034,
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024630541871921183,0.0,0.0,0.0019193857965451055,0.0,0.0,0.0031545741324921135,0.004431314623338257,0.004048582995951417,0.0,0.004073319755600814,0.0016501650165016502,0.0016181229773462784,0.0016963528413910093,0.0007342143906020558,0.0007412898443291327,0.0006514657980456026,0.0005913660555884093,0.0010476689366160294,0.0,0.0,0.0004222972972972973,0.00038153376573826786,0.00036036036036036037,0.0003480682213713888,0.0010073875083948958,0.0,0.0003112356053532524,0.0,0.0007995735607675906,0.00024770869457517957,0.00021949078138718174,0.0,0.0,0.00015926102882624622,0.0002487562189054726,0.00020736132711249351,0.0,0.0,0.00012431626056688214,0.0001582528881152081,0.0002544917799155087,0.0001438710915020142,9.707324176090861e-05,4.8883022926137754e-05,0.00014249073810202338,0.00024094063222821898,0.00018628044521026404,0.0001856665428889714,0.0003683750057558595,0.00022109219544550078,0.0008768468586961288,0.00110069302894415,0.0012511098555169908,0.0006173792251890724,0.0006605276450246726,0.0007639697322467987,0.0010169729274793098,0.0008259627628454417,0.0007927207554973461,0.0007189564860145846,0.0008587524045067326,0.0007239461647306591,0.0006328112640404999,0.000533317531332405,0.00023141452126120915,0.0002631886770382501,0.00034076827757125155,0.00028847078432001023,0.0005092946269416857,0.0005791446947297833,0.0008228947609033556,0.0009948149041360183,0.0006880931219358353,0.0010431758910460736,0.0011772475378298447,0.00149655791679138,0.001896408676069693,0.0010492567764500147,0.0013199190449652422,0.005304400241109102,0.004444582582209237,0.02146611152822333,0.029090503789567543,0.029517638588912886,0.037758830694275276,0.04224849961376196,0.0592537864794976,0.07530259632264621,0.1860236220472441,0.512872491384553,0.6306017925736236,0.3561368209255533,0.606425702811245,1.0789473684210527,,
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002564102564102564,0.0,0.0,0.0021598272138228943,0.0,0.001984126984126984,0.0,0.0031645569620253164,0.004451038575667656,0.0,0.0,0.002044989775051125,0.001652892561983471,0.0,0.0016992353440951572,0.0007347538574577516,0.001483679525222552,0.0,0.001183431952662722,0.002097535395909806,0.0014851485148514852,0.0018009905447996398,0.002957329953527672,0.0022900763358778627,0.0003604902667627974,0.001392757660167131,0.0016806722689075631,0.0013196964698119432,0.0,0.0011951000896325067,0.0005334755934915977,0.0004955401387512388,0.0006586169045005489,0.0,0.0001789228842368939,0.00031857279388340236,0.0004976362279173924,0.0003111065021258944,0.0002895473409902519,0.0006106071179344033,0.00031082929255253015,0.00031655587211142766,0.0004582018124427248,0.00033574751786656437,0.0004854133294500267,0.00039108330074305825,0.00042753313381787086,0.00043379765749264955,0.0004657878801993572,0.0009749303621169916,0.0008291492007922981,0.0017691287041132243,0.0015358286892799158,0.0015916418397747215,0.0019800379844021497,0.001969111969111969,0.0020606531881804044,0.0019295882331525102,0.0019307052339663706,0.002032170288981504,0.001621192783967438,0.001541729477867617,0.0016158421287860555,0.001218427898705832,0.0012347633370270697,0.0008893368511546557,0.0007812047913893872,0.0007020212361423933,0.0007747373640335926,0.0007374158384097467,0.0011146496815286624,0.001097962669269245,0.0010370912640312348,0.0019916110926702676,0.0015779658585568786,0.0015663978650577246,0.0021847869832691312,0.002907673860911271,0.003117206982543641,0.003121899982494019,0.007401315789473684,0.0048175978669252216,0.029315350753957106,0.04551320057196666,0.045421497723185246,0.05533251876418223,0.060050632911392406,0.07271373619555777,0.10217544961909998,0.210431654676259,0.5119407496977025,0.55264253017062,0.29982668977469673,0.534375,1.1734693877551021,,,
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006622516556291391,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0024691358024691358,0.0,0.004329004329004329,0.0,0.0019880715705765406,0.0018018018018018018,0.0031746031746031746,0.005961251862891207,0.0040650406504065045,0.002352941176470588,0.004098360655737705,0.0,0.0016207455429497568,0.001702127659574468,0.0022058823529411764,0.0,0.001955671447196871,0.004739336492890996,0.0031529164477141357,0.0034705007436787306,0.0036084799278304014,0.0029661016949152543,0.0038255547054322878,0.003606202668589975,0.002789400278940028,0.0023569023569023568,0.0003303600925008259,0.0021793275217932753,0.0017947950942267424,0.0010675206832132373,0.00024789291026276647,0.0004393673110720562,0.001203852327447833,0.0007158196134574087,0.0015933715742511153,0.0009957679860592482,0.0009336099585062241,0.0013516122803630044,0.000698263070611853,0.0007462222498600833,0.0007916402786573781,0.0013752355727601488,0.0005757604836388062,0.0009712981399640619,0.0010269953051643193,0.0011405759908753922,0.0011572957855145144,0.0015844167948180251,0.001672940192388122,0.0022128993591812272,0.00358883473637572,0.004262986727608333,0.00302485284499673,0.0029557049153777636,0.0029788386397926418,0.003779171699068843,0.0041584591814401405,0.003306133933595948,0.002864637260992614,0.003213101160862355,0.003397042171361905,0.0025137741046831956,0.0020771513353115725,0.0015849870031065746,0.001780256950419844,0.0016794556247285363,0.001902643210490882,0.001953851879419427,0.0015400904803157184,0.002327435039056273,0.002045676599902296,0.002412213740458015,0.0029329059958274123,0.002988505747126437,0.003515398024404416,0.004926534140017286,0.004840212849111626,0.004556419190565532,0.009599906342377148,0.007722807432832288,0.04344649109453494,0.06403576482696513,0.060581701256942413,0.0690691894492103,0.08485772357723577,0.09949364361129066,0.1302020607520407,0.23014345696291114,0.5151860288534548,0.5202849179312481,0.19813953488372094,0.5742574257425742,1.308724832214765,,,,
